surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en
9,109,سورة التوبة,أَفَمَنۡ أَسَّسَ بُنۡيَٰنَهُۥ عَلَىٰ تَقۡوَىٰ مِنَ ٱللَّهِ وَرِضۡوَٰنٍ خَيۡرٌ أَم مَّنۡ أَسَّسَ بُنۡيَٰنَهُۥ عَلَىٰ شَفَا جُرُفٍ هَارٖ فَٱنۡهَارَ بِهِۦ فِي نَارِ جَهَنَّمَۗ وَٱللَّهُ لَا يَهۡدِي ٱلۡقَوۡمَ ٱلظَّٰلِمِينَ,anger,which is better those who laid the foundation of their building on the fear and pleasure of allah or those who did so on the edge of a crumbling cliff that tumbled down with them into the fire of hell and allah does not guide the wrongdoing people
9,125,سورة التوبة,وَأَمَّا ٱلَّذِينَ فِي قُلُوبِهِم مَّرَضٞ فَزَادَتۡهُمۡ رِجۡسًا إِلَىٰ رِجۡسِهِمۡ وَمَاتُواْ وَهُمۡ كَٰفِرُونَ,anger,but as for those with sickness in their hearts it has increased them only in wickedness upon their wickedness and they die as disbelievers
9,126,سورة التوبة,أَوَلَا يَرَوۡنَ أَنَّهُمۡ يُفۡتَنُونَ فِي كُلِّ عَامٖ مَّرَّةً أَوۡ مَرَّتَيۡنِ ثُمَّ لَا يَتُوبُونَ وَلَا هُمۡ يَذَّكَّرُونَ,anger,do they not see that they are tried once or twice every year yet they neither repent nor do they learn a lesson
9,10,سورة التوبة,لَا يَرۡقُبُونَ فِي مُؤۡمِنٍ إِلّٗا وَلَا ذِمَّةٗۚ وَأُوْلَٰٓئِكَ هُمُ ٱلۡمُعۡتَدُونَ,fear,they do not honour the bonds of kinship or treaties with the believers it is they who are the transgressors
9,11,سورة التوبة,فَإِن تَابُواْ وَأَقَامُواْ ٱلصَّلَوٰةَ وَءَاتَوُاْ ٱلزَّكَوٰةَ فَإِخۡوَٰنُكُمۡ فِي ٱلدِّينِۗ وَنُفَصِّلُ ٱلۡأٓيَٰتِ لِقَوۡمٖ يَعۡلَمُونَ,joy,but if they repent perform prayer and pay almstax then they are your brothers in faith this is how we make the revelations clear for people of knowledge
9,15,سورة التوبة,وَيُذۡهِبۡ غَيۡظَ قُلُوبِهِمۡۗ وَيَتُوبُ ٱللَّهُ عَلَىٰ مَن يَشَآءُۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,joy,removing rage from their hearts and allah pardons whoever he wills for allah is allknowing allwise
9,27,سورة التوبة,ثُمَّ يَتُوبُ ٱللَّهُ مِنۢ بَعۡدِ ذَٰلِكَ عَلَىٰ مَن يَشَآءُۗ وَٱللَّهُ غَفُورٞ رَّحِيمٞ,joy,then afterwards allah will turn in grace to whoever he wills and allah is allforgiving most merciful
9,89,سورة التوبة,أَعَدَّ ٱللَّهُ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُ خَٰلِدِينَ فِيهَاۚ ذَٰلِكَ ٱلۡفَوۡزُ ٱلۡعَظِيمُ,joy,allah has prepared for them gardens under which rivers flow to stay there forever that is the ultimate triumph
9,104,سورة التوبة,أَلَمۡ يَعۡلَمُوٓاْ أَنَّ ٱللَّهَ هُوَ يَقۡبَلُ ٱلتَّوۡبَةَ عَنۡ عِبَادِهِۦ وَيَأۡخُذُ ٱلصَّدَقَٰتِ وَأَنَّ ٱللَّهَ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,joy,do they not know that allah alone accepts the repentance of his servants and receives their charity and that allah alone is the accepter of repentance most merciful
9,112,سورة التوبة,ٱلتَّٰٓئِبُونَ ٱلۡعَٰبِدُونَ ٱلۡحَٰمِدُونَ ٱلسَّٰٓئِحُونَ ٱلرَّٰكِعُونَ ٱلسَّٰجِدُونَ ٱلۡأٓمِرُونَ بِٱلۡمَعۡرُوفِ وَٱلنَّاهُونَ عَنِ ٱلۡمُنكَرِ وَٱلۡحَٰفِظُونَ لِحُدُودِ ٱللَّهِۗ وَبَشِّرِ ٱلۡمُؤۡمِنِينَ,joy,it is the believers who repent who are devoted to worship who praise their lord who fast who bow down and prostrate themselves who encourage good and forbid evil and who observe the limits set by allah and give good news to the believers
9,115,سورة التوبة,وَمَا كَانَ ٱللَّهُ لِيُضِلَّ قَوۡمَۢا بَعۡدَ إِذۡ هَدَىٰهُمۡ حَتَّىٰ يُبَيِّنَ لَهُم مَّا يَتَّقُونَۚ إِنَّ ٱللَّهَ بِكُلِّ شَيۡءٍ عَلِيمٌ,joy,allah would never consider a people deviant after he has guided them until he makes clear to them what they must avoid surely allah has full knowledge of everything
9,119,سورة التوبة,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ ٱتَّقُواْ ٱللَّهَ وَكُونُواْ مَعَ ٱلصَّٰدِقِينَ,joy,o  believers be mindful of allah and be with the truthful
9,110,سورة التوبة,لَا يَزَالُ بُنۡيَٰنُهُمُ ٱلَّذِي بَنَوۡاْ رِيبَةٗ فِي قُلُوبِهِمۡ إِلَّآ أَن تَقَطَّعَ قُلُوبُهُمۡۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,sadness,the building which they erected will never cease to fuel hypocrisy in their hearts until their hearts are torn apart and allah is allknowing allwise
9,118,سورة التوبة,وَعَلَى ٱلثَّلَٰثَةِ ٱلَّذِينَ خُلِّفُواْ حَتَّىٰٓ إِذَا ضَاقَتۡ عَلَيۡهِمُ ٱلۡأَرۡضُ بِمَا رَحُبَتۡ وَضَاقَتۡ عَلَيۡهِمۡ أَنفُسُهُمۡ وَظَنُّوٓاْ أَن لَّا مَلۡجَأَ مِنَ ٱللَّهِ إِلَّآ إِلَيۡهِ ثُمَّ تَابَ عَلَيۡهِمۡ لِيَتُوبُوٓاْۚ إِنَّ ٱللَّهَ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,sadness,and allah has also turned in mercy to the three who had remained behind whose guilt distressed them until the earth despite its vastness seemed to close in on them and their souls were torn in anguish they knew there was no refuge from allah except in him then he turned to them in mercy so that they might repent surely allah alone is the accepter of repentance most merciful
8,13,سورة الانفال,ذَٰلِكَ بِأَنَّهُمۡ شَآقُّواْ ٱللَّهَ وَرَسُولَهُۥۚ وَمَن يُشَاقِقِ ٱللَّهَ وَرَسُولَهُۥ فَإِنَّ ٱللَّهَ شَدِيدُ ٱلۡعِقَابِ,anger,this is because they defied allah and his messenger and whoever defies allah and his messenger then know that allah is surely severe in punishment
8,22,سورة الانفال,۞إِنَّ شَرَّ ٱلدَّوَآبِّ عِندَ ٱللَّهِ ٱلصُّمُّ ٱلۡبُكۡمُ ٱلَّذِينَ لَا يَعۡقِلُونَ,anger,indeed the worst of all beings in the sight of allah are the wilfully deaf and dumb who do not understand
8,38,سورة الانفال,قُل لِّلَّذِينَ كَفَرُوٓاْ إِن يَنتَهُواْ يُغۡفَرۡ لَهُم مَّا قَدۡ سَلَفَ وَإِن يَعُودُواْ فَقَدۡ مَضَتۡ سُنَّتُ ٱلۡأَوَّلِينَ,anger,tell the disbelievers that if they desist their past will be forgiven but if they persist then they have an example in those destroyed before them
8,73,سورة الانفال,وَٱلَّذِينَ كَفَرُواْ بَعۡضُهُمۡ أَوۡلِيَآءُ بَعۡضٍۚ إِلَّا تَفۡعَلُوهُ تَكُن فِتۡنَةٞ فِي ٱلۡأَرۡضِ وَفَسَادٞ كَبِيرٞ,anger,as for the disbelievers they are guardians of one another and unless you believers act likewise there will be great oppression and corruption in the land
8,8,سورة الانفال,لِيُحِقَّ ٱلۡحَقَّ وَيُبۡطِلَ ٱلۡبَٰطِلَ وَلَوۡ كَرِهَ ٱلۡمُجۡرِمُونَ,fear,to firmly establish the truth and wipe out falsehoodeven to the dismay of the wicked
8,14,سورة الانفال,ذَٰلِكُمۡ فَذُوقُوهُ وَأَنَّ لِلۡكَٰفِرِينَ عَذَابَ ٱلنَّارِ,fear,that worldly punishment is yours so taste it then the disbelievers will suffer the torment of the fire
8,15,سورة الانفال,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓاْ إِذَا لَقِيتُمُ ٱلَّذِينَ كَفَرُواْ زَحۡفٗا فَلَا تُوَلُّوهُمُ ٱلۡأَدۡبَارَ,fear,o believers when you face the disbelievers in battle never turn your backs to them
8,20,سورة الانفال,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓاْ أَطِيعُواْ ٱللَّهَ وَرَسُولَهُۥ وَلَا تَوَلَّوۡاْ عَنۡهُ وَأَنتُمۡ تَسۡمَعُونَ,fear,o believers obey allah and his messenger and do not turn away from him while you hear his call
8,25,سورة الانفال,وَٱتَّقُواْ فِتۡنَةٗ لَّا تُصِيبَنَّ ٱلَّذِينَ ظَلَمُواْ مِنكُمۡ خَآصَّةٗۖ وَٱعۡلَمُوٓاْ أَنَّ ٱللَّهَ شَدِيدُ ٱلۡعِقَابِ,fear,beware of a trial that will not only affect the wrongdoers among you and know that allah is severe in punishment
8,57,سورة الانفال,فَإِمَّا تَثۡقَفَنَّهُمۡ فِي ٱلۡحَرۡبِ فَشَرِّدۡ بِهِم مَّنۡ خَلۡفَهُمۡ لَعَلَّهُمۡ يَذَّكَّرُونَ,fear,if you ever encounter them in battle make a fearsome example of them so perhaps those who would follow them may be deterred
8,68,سورة الانفال,لَّوۡلَا كِتَٰبٞ مِّنَ ٱللَّهِ سَبَقَ لَمَسَّكُمۡ فِيمَآ أَخَذۡتُمۡ عَذَابٌ عَظِيمٞ,fear,had it not been for a prior decree from allah you would have certainly been disciplined with a tremendous punishment for whatever ransom you have taken
8,71,سورة الانفال,وَإِن يُرِيدُواْ خِيَانَتَكَ فَقَدۡ خَانُواْ ٱللَّهَ مِن قَبۡلُ فَأَمۡكَنَ مِنۡهُمۡۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,fear,but if their intention is only to betray you o prophet they sought to betray allah before but he gave you power over them and allah is allknowing allwise
8,4,سورة الانفال,أُوْلَٰٓئِكَ هُمُ ٱلۡمُؤۡمِنُونَ حَقّٗاۚ لَّهُمۡ دَرَجَٰتٌ عِندَ رَبِّهِمۡ وَمَغۡفِرَةٞ وَرِزۡقٞ كَرِيمٞ,joy,it is they who are the true believers they will have elevated ranks forgiveness and an honourable provision from their lord
8,10,سورة الانفال,وَمَا جَعَلَهُ ٱللَّهُ إِلَّا بُشۡرَىٰ وَلِتَطۡمَئِنَّ بِهِۦ قُلُوبُكُمۡۚ وَمَا ٱلنَّصۡرُ إِلَّا مِنۡ عِندِ ٱللَّهِۚ إِنَّ ٱللَّهَ عَزِيزٌ حَكِيمٌ,joy,and allah made this a sign of victory and reassurance to your hearts victory comes only from allah surely allah is almighty allwise
8,12,سورة الانفال,إِذۡ يُوحِي رَبُّكَ إِلَى ٱلۡمَلَٰٓئِكَةِ أَنِّي مَعَكُمۡ فَثَبِّتُواْ ٱلَّذِينَ ءَامَنُواْۚ سَأُلۡقِي فِي قُلُوبِ ٱلَّذِينَ كَفَرُواْ ٱلرُّعۡبَ فَٱضۡرِبُواْ فَوۡقَ ٱلۡأَعۡنَاقِ وَٱضۡرِبُواْ مِنۡهُمۡ كُلَّ بَنَانٖ,joy,remember o  prophet when your lord revealed to the angels i am with you so make the believers stand firm i will cast horror into the hearts of the disbelievers so strike their necks and strike their fingertips
8,40,سورة الانفال,وَإِن تَوَلَّوۡاْ فَٱعۡلَمُوٓاْ أَنَّ ٱللَّهَ مَوۡلَىٰكُمۡۚ نِعۡمَ ٱلۡمَوۡلَىٰ وَنِعۡمَ ٱلنَّصِيرُ,joy,and if they do not comply then know that allah is your protector what an excellent protector and what an excellent helper
8,45,سورة الانفال,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓاْ إِذَا لَقِيتُمۡ فِئَةٗ فَٱثۡبُتُواْ وَٱذۡكُرُواْ ٱللَّهَ كَثِيرٗا لَّعَلَّكُمۡ تُفۡلِحُونَ,joy,o believers when you face an enemy stand firm and remember allah often so you may triumph
8,62,سورة الانفال,وَإِن يُرِيدُوٓاْ أَن يَخۡدَعُوكَ فَإِنَّ حَسۡبَكَ ٱللَّهُۚ هُوَ ٱلَّذِيٓ أَيَّدَكَ بِنَصۡرِهِۦ وَبِٱلۡمُؤۡمِنِينَ,joy,but if their intention is only to deceive you then allah is certainly sufficient for you he is the one who has supported you with his help and with the believers
8,63,سورة الانفال,وَأَلَّفَ بَيۡنَ قُلُوبِهِمۡۚ لَوۡ أَنفَقۡتَ مَا فِي ٱلۡأَرۡضِ جَمِيعٗا مَّآ أَلَّفۡتَ بَيۡنَ قُلُوبِهِمۡ وَلَٰكِنَّ ٱللَّهَ أَلَّفَ بَيۡنَهُمۡۚ إِنَّهُۥ عَزِيزٌ حَكِيمٞ,joy,he brought their hearts together had you spent all the riches in the earth you could not have united their hearts but allah has united them indeed he is almighty allwise
8,64,سورة الانفال,يَٰٓأَيُّهَا ٱلنَّبِيُّ حَسۡبُكَ ٱللَّهُ وَمَنِ ٱتَّبَعَكَ مِنَ ٱلۡمُؤۡمِنِينَ,joy,o  prophet allah is sufficient for you and for the believers who follow you
8,69,سورة الانفال,فَكُلُواْ مِمَّا غَنِمۡتُمۡ حَلَٰلٗا طَيِّبٗاۚ وَٱتَّقُواْ ٱللَّهَۚ إِنَّ ٱللَّهَ غَفُورٞ رَّحِيمٞ,joy,now enjoy what you have taken for it is lawful and good and be mindful of allah surely allah is allforgiving most merciful
7,16,سورة الاعراف,قَالَ فَبِمَآ أَغۡوَيۡتَنِي لَأَقۡعُدَنَّ لَهُمۡ صِرَٰطَكَ ٱلۡمُسۡتَقِيمَ,anger,he said for leaving me to stray i will lie in ambush for them on your straight path
7,18,سورة الاعراف,قَالَ ٱخۡرُجۡ مِنۡهَا مَذۡءُومٗا مَّدۡحُورٗاۖ لَّمَن تَبِعَكَ مِنۡهُمۡ لَأَمۡلَأَنَّ جَهَنَّمَ مِنكُمۡ أَجۡمَعِينَ,anger,allah said get out of paradise you are disgraced and rejected i will certainly fill up hell with you and your followers all together
7,32,سورة الاعراف,قُلۡ مَنۡ حَرَّمَ زِينَةَ ٱللَّهِ ٱلَّتِيٓ أَخۡرَجَ لِعِبَادِهِۦ وَٱلطَّيِّبَٰتِ مِنَ ٱلرِّزۡقِۚ قُلۡ هِيَ لِلَّذِينَ ءَامَنُواْ فِي ٱلۡحَيَوٰةِ ٱلدُّنۡيَا خَالِصَةٗ يَوۡمَ ٱلۡقِيَٰمَةِۗ كَذَٰلِكَ نُفَصِّلُ ٱلۡأٓيَٰتِ لِقَوۡمٖ يَعۡلَمُونَ,anger,ask o prophet who has forbidden the adornments and lawful provisions allah has brought forth for his servants say they are for the enjoyment of the believers in this worldly life but they will be exclusively theirs on the day of judgment this is how we make our revelations clear for people of knowledge
7,36,سورة الاعراف,وَٱلَّذِينَ كَذَّبُواْ بِـَٔايَٰتِنَا وَٱسۡتَكۡبَرُواْ عَنۡهَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,anger,but those who receive our revelations with denial and arrogance will be the residents of the fire they will be there forever
